gene,log2FC,mean_tumor,mean_normal,p_value,t_statistic,rank,adj_p_value,neg_log10_p,significant,direction
C4A,-3.1367,7.8997,11.0364,1.0782779549705183e-08,-7.0208,646,3.8190401872640033e-07,6.418045771578195,True,Downregulated in Tumor
SRPK1,1.1397,9.3876,8.2479,1.082312597314441e-08,7.9371,647,3.827405290039321e-07,6.417095547206372,True,Upregulated in Tumor
MMP1,4.441,7.145,2.704,1.0920692373206762e-08,9.5229,649,3.8500068027576386e-07,6.414538503115526,True,Upregulated in Tumor
NXF1,-1.2042,8.7989,10.0031,1.0957497070593079e-08,-9.8443,650,3.857038968848764e-07,6.413745973301319,True,Downregulated in Tumor
MKI67,1.3192,7.5617,6.2425,1.0999840395607014e-08,10.595,651,3.865996132895368e-07,6.412738584726256,True,Upregulated in Tumor
WDR19,-1.283,7.0268,8.3098,1.1138257771926598e-08,-7.2796,655,3.89073798201039e-07,6.409968015353698,True,Downregulated in Tumor
AMT,-1.8557,6.1615,8.0172,1.1326073635851047e-08,-9.9958,657,3.9364685167044743e-07,6.404893217631385,True,Downregulated in Tumor
RBFOX2,-1.1948,8.5985,9.7933,1.148543652684365e-08,-9.4696,661,3.9755943681419474e-07,6.400597933294937,True,Downregulated in Tumor
FOXP1,-1.3177,9.6056,10.9234,1.1537486702422902e-08,-7.3166,662,3.983691753623419e-07,6.399714273380744,True,Downregulated in Tumor
AK021977,-2.996,4.4228,7.4188,1.1543652240613316e-08,-8.5749,663,3.983691753623419e-07,6.399714273380744,True,Downregulated in Tumor
MIR4680,-1.3296,9.7273,11.0569,1.1844593079549675e-08,-7.2114,664,4.0813899045195263e-07,6.389191914098908,True,Downregulated in Tumor
GNG7,-1.4757,5.9935,7.4692,1.1887115686048866e-08,-7.8665,665,4.089882810478166e-07,6.388289135878188,True,Downregulated in Tumor
FMO2,-3.7164,7.311,11.0274,1.2073816344278125e-08,-9.8368,666,4.1478816510072597e-07,6.382173643567408,True,Downregulated in Tumor
TTC28,-1.5311,5.8345,7.3656,1.2239424572389103e-08,-9.2133,667,4.198471277605137e-07,6.376908813544076,True,Downregulated in Tumor
SLC52A2,1.1337,9.0212,7.8875,1.2306907824692853e-08,7.3483,668,4.2153001651043777e-07,6.375171494489533,True,Upregulated in Tumor
FANCA,1.0316,6.4366,5.405,1.2490269057875299e-08,9.7305,670,4.265333672301296e-07,6.370046988794016,True,Upregulated in Tumor
ZHX3,-1.1917,5.918,7.1097,1.2555107218667261e-08,-8.3902,671,4.281085740135722e-07,6.368446074175749,True,Downregulated in Tumor
AK026714,-2.0035,6.2287,8.2321,1.3413452368469148e-08,-7.31,677,4.53323176056978e-07,6.343592077154941,True,Downregulated in Tumor
ABL1,-1.1688,8.4027,9.5715,1.3449092396076343e-08,-8.27,678,4.538572773189185e-07,6.343080696521075,True,Downregulated in Tumor
XPC,-1.4297,7.8214,9.2511,1.3487490349022524e-08,-9.5002,679,4.544827381231743e-07,6.342482607227974,True,Downregulated in Tumor
GPD1L,-1.8929,7.7625,9.6554,1.3627716538085943e-08,-7.264,681,4.578592575497891e-07,6.339268000299644,True,Downregulated in Tumor
CREBL2,-1.0662,8.7924,9.8586,1.364896711590027e-08,-7.7414,682,4.579008322753639e-07,6.3392285671028565,True,Downregulated in Tumor
PI15,-5.0471,6.0893,11.1364,1.37691831039778e-08,-8.7872,683,4.612575540541904e-07,6.336056508296977,True,Downregulated in Tumor
CLMP,-1.618,6.8854,8.5034,1.4750502842094356e-08,-9.0575,687,4.912540102287028e-07,6.3086938913481445,True,Downregulated in Tumor
MMP11,3.5764,9.5493,5.9729,1.4916944223078034e-08,10.3201,689,4.953551289173083e-07,6.305083335954052,True,Upregulated in Tumor
PCYOX1,-1.0306,9.0788,10.1094,1.5271029326192693e-08,-7.9257,693,5.041863650552508e-07,6.297408903327036,True,Downregulated in Tumor
N4BP2L1,-1.174,7.4648,8.6388,1.543697442919986e-08,-7.9218,694,5.089307996254939e-07,6.293341265568759,True,Downregulated in Tumor
CCKAR,1.0383,5.9886,4.9503,1.5569718414138624e-08,9.0853,695,5.125685716769665e-07,6.2902480262549965,True,Upregulated in Tumor
PCNX,-1.7453,6.1193,7.8646,1.5773102728471404e-08,-10.375,696,5.185180896945771e-07,6.285236087650079,True,Downregulated in Tumor
ACADVL,-1.5996,9.5078,11.1074,1.586045587990836e-08,-11.0187,697,5.206416506919704e-07,6.283461091812385,True,Downregulated in Tumor
TNS1,-2.5245,7.9549,10.4794,1.6064270221917554e-08,-10.8575,698,5.26576651400392e-07,6.278538401577797,True,Downregulated in Tumor
CDO1,-2.0018,5.6971,7.6989,1.6222155511230363e-08,-11.3412,700,5.30232740138501e-07,6.275533459510329,True,Downregulated in Tumor
TPCN1,-1.494,7.9399,9.4339,1.6347371022396166e-08,-7.6158,701,5.331529187783757e-07,6.27314820887847,True,Downregulated in Tumor
SPG11,-1.0087,8.5396,9.5483,1.6596681861764628e-08,-7.0092,703,5.395392470356521e-07,6.267976958486045,True,Downregulated in Tumor
DTX3,-1.2691,7.854,9.1231,1.715330986051775e-08,-7.0053,708,5.543329514246414e-07,6.256229304708011,True,Downregulated in Tumor
USP30,-1.0606,6.3571,7.4177,1.7405399564867324e-08,-6.7609,709,5.616862370157467e-07,6.250506217500651,True,Downregulated in Tumor
NGFR,-3.7929,3.174,6.9669,1.74594794434669e-08,-8.7734,710,5.626378727697503e-07,6.249771037579055,True,Downregulated in Tumor
MEOX2,-3.303,2.7226,6.0256,1.7598211624800934e-08,-8.7473,711,5.659930465999247e-07,6.2471889042213276,True,Downregulated in Tumor
KIF13A,-1.0276,8.3607,9.3884,1.7613070331256397e-08,-7.3098,712,5.659930465999247e-07,6.2471889042213276,True,Downregulated in Tumor
HMGA1,1.4196,9.8552,8.4357,1.7856462372942614e-08,7.8507,714,5.722070855643235e-07,6.242446768686586,True,Upregulated in Tumor
GEM,-2.1259,7.8548,9.9807,1.8046513758521065e-08,-9.0518,717,5.758775938562928e-07,6.2396698185943755,True,Downregulated in Tumor
VIPR1,-1.8338,6.1416,7.9754,1.8655888771222952e-08,-8.0264,720,5.928426876188627e-07,6.227060532542474,True,Downregulated in Tumor
FAM129A,-1.7225,8.0356,9.7581,1.8709851719890783e-08,-7.3692,721,5.937328812081846e-07,6.226408898973814,True,Downregulated in Tumor
ECE2,1.9682,7.406,5.4378,1.9304642995844263e-08,9.2271,724,6.100693808631447e-07,6.214620771526011,True,Upregulated in Tumor
FEN1,1.5238,8.6446,7.1208,1.9679398785976948e-08,7.6527,727,6.193461406095634e-07,6.208066564321642,True,Upregulated in Tumor
GIPC2,-2.1526,3.6474,5.8,1.9779033487189097e-08,-6.7566,728,6.216267667402288e-07,6.206470293439281,True,Downregulated in Tumor
TCEA2,-1.2728,6.7059,7.9787,1.9880015849445146e-08,-7.2293,729,6.2394343297024e-07,6.20485478189204,True,Downregulated in Tumor
PTPRT,-1.6188,4.8877,6.5065,1.9912104616940365e-08,-6.7392,730,6.240944570350624e-07,6.204749674637153,True,Downregulated in Tumor
CTPS1,1.819,7.5596,5.7406,2.0042438094398122e-08,9.9707,732,6.264630923494932e-07,6.203104510082614,True,Upregulated in Tumor
RASA1,-1.0358,8.9529,9.9887,2.0149776557924227e-08,-7.0749,733,6.289589190249745e-07,6.201377719933761,True,Downregulated in Tumor
PGP,1.0885,9.0947,8.0062,2.0255999576585593e-08,8.6347,734,6.314131748123684e-07,6.19968636053595,True,Upregulated in Tumor
SPON1,-1.2568,7.0807,8.3375,2.0454467050611925e-08,-7.4142,735,6.364764768585186e-07,6.1962176425355775,True,Downregulated in Tumor
KLK10,-4.5015,2.4321,6.9335,2.0615013455617918e-08,-6.7425,737,6.399884774281383e-07,6.193827845132402,True,Downregulated in Tumor
SOX10,-3.5413,6.1934,9.7346,2.1009504908114718e-08,-6.7222,738,6.513515884792206e-07,6.186184523384976,True,Downregulated in Tumor
NR2F1,-3.2801,6.3689,9.6489,2.1213175727825976e-08,-9.1268,739,6.567759954704443e-07,6.182582728643239,True,Downregulated in Tumor
SLC25A37,-1.7715,7.6248,9.3963,2.1305908016882643e-08,-7.9384,741,6.578666335037448e-07,6.181862140130678,True,Downregulated in Tumor
ARHGEF40,-1.0767,6.6515,7.7281,2.1499839589132944e-08,-8.3606,742,6.62960013206687e-07,6.1785126655128675,True,Downregulated in Tumor
CYYR1,-2.0153,6.5873,8.6026,2.1743308028338467e-08,-9.6632,744,6.686651716241722e-07,6.1747912970563466,True,Downregulated in Tumor
FMOD,-1.972,8.4899,10.4619,2.1995536092036332e-08,-8.1258,746,6.746083991766639e-07,6.170948255952377,True,Downregulated in Tumor
EPAS1,-1.8352,9.2316,11.0668,2.2835251465363223e-08,-7.867,748,6.977250925481506e-07,6.156315658045308,True,Downregulated in Tumor
PDXK,1.2296,8.751,7.5215,2.2840738388049158e-08,6.7335,749,6.977250925481506e-07,6.156315658045308,True,Upregulated in Tumor
TRIP13,2.1606,7.4991,5.3385,2.3011464482801516e-08,9.7232,750,7.020030764886649e-07,6.15366098459509,True,Upregulated in Tumor
ARHGEF17,-2.9083,4.7958,7.704,2.326325898299833e-08,-6.6889,752,7.069041403761799e-07,6.150639474644739,True,Downregulated in Tumor
AFF3,-3.353,5.5293,8.8823,2.3264808466051724e-08,-6.6855,753,7.069041403761799e-07,6.150639474644739,True,Downregulated in Tumor
HYMAI,-1.1898,5.7587,6.9486,2.35227923241225e-08,-11.1855,755,7.128496534780435e-07,6.147002057174777,True,Downregulated in Tumor
DNAJB4,-1.1685,7.3658,8.5343,2.390490324890828e-08,-7.457,758,7.210859953625013e-07,6.142012939047103,True,Downregulated in Tumor
MEOX1,-3.1937,4.154,7.3476,2.39726431765237e-08,-7.6086,759,7.210859953625013e-07,6.142012939047103,True,Downregulated in Tumor
RCAN1,-1.9955,8.8484,10.8439,2.4218367091015537e-08,-7.1616,762,7.271866654100203e-07,6.138354093471379,True,Downregulated in Tumor
CYR61,-2.0131,9.208,11.2212,2.4331049186928614e-08,-8.5095,763,7.296125889867977e-07,6.136907681148484,True,Downregulated in Tumor
FZD4,-2.2545,6.9187,9.1732,2.5058656610108914e-08,-8.9379,765,7.494667493324078e-07,6.125247630196334,True,Downregulated in Tumor
C1orf115,-2.4616,7.0155,9.4771,2.5795381149713397e-08,-6.8016,767,7.693599577898809e-07,6.113870420789061,True,Downregulated in Tumor
MGP,-1.0718,12.2638,13.3356,2.582466991182817e-08,-6.6885,768,7.693599577898809e-07,6.113870420789061,True,Downregulated in Tumor
ACADSB,-2.7132,6.7034,9.4166,2.6053693058000986e-08,-7.0569,770,7.741668794377435e-07,6.111165412693003,True,Downregulated in Tumor
FOSB,-5.4637,5.1976,10.6614,2.7783895668556778e-08,-8.6441,774,8.213120580059162e-07,6.085491801077482,True,Downregulated in Tumor
WNT4,1.0014,7.0064,6.005,2.848180752912119e-08,7.4872,776,8.393568134943364e-07,6.076053379827413,True,Upregulated in Tumor
RNASE4,-1.8763,8.2968,10.1731,2.8531823848334374e-08,-8.0737,777,8.393568134943364e-07,6.076053379827413,True,Downregulated in Tumor
B3GNT1,-1.1536,6.9109,8.0645,2.8541066472840633e-08,-7.5437,778,8.393568134943364e-07,6.076053379827413,True,Downregulated in Tumor
MFAP4,-4.211,4.6972,8.9082,2.9102445669184587e-08,-9.0397,779,8.547675955211083e-07,6.068151950421311,True,Downregulated in Tumor
OPTC,3.5839,3.5839,0.0,2.9394921494626846e-08,6.7864,783,8.589473867140003e-07,6.066033437285845,True,Upregulated in Tumor
SCN7A,-3.1142,3.1466,6.2607,3.0209642756678813e-08,-8.4621,785,8.801372313364627e-07,6.055449607207112,True,Downregulated in Tumor
SLC7A2,-4.3372,5.3939,9.7311,3.0235483559023584e-08,-6.6742,786,8.801372313364627e-07,6.055449607207112,True,Downregulated in Tumor
KIF2C,1.1104,7.7945,6.6841,3.120828931449343e-08,7.4191,788,9.061493141061035e-07,6.042800233946351,True,Upregulated in Tumor
NCAPG,2.1689,7.4428,5.2739,3.125387259949816e-08,10.1216,789,9.06322693379617e-07,6.04271714558782,True,Upregulated in Tumor
WDR59,-1.0478,7.7743,8.8221,3.142797151806545e-08,-7.9794,790,9.102177067510601e-07,6.040854720280428,True,Downregulated in Tumor
BD495725,-1.9331,5.1631,7.0962,3.150415053082966e-08,-6.5979,791,9.112704982874622e-07,6.0403526894635355,True,Downregulated in Tumor
ITPR1,-2.1022,6.9727,9.0749,3.199427677396885e-08,-8.4789,794,9.213655556729063e-07,6.035568027443443,True,Downregulated in Tumor
RBMS2,-1.5894,6.6255,8.2149,3.2014231501746526e-08,-10.0211,795,9.213655556729063e-07,6.035568027443443,True,Downregulated in Tumor
MIR631,-1.8485,6.0294,7.8778,3.249083190085481e-08,-6.5873,796,9.33907329009495e-07,6.0296962163786425,True,Downregulated in Tumor
STK32B,-2.0914,4.6975,6.7889,3.258459375158679e-08,-6.8204,797,9.342640096547193e-07,6.029530381013653,True,Downregulated in Tumor
FAM208A,-1.0559,8.2734,9.3293,3.2584907329740646e-08,-7.514,798,9.342640096547193e-07,6.029530381013653,True,Downregulated in Tumor
CCNA2,1.6933,7.8538,6.1605,3.320585765238424e-08,8.1545,803,9.4613950571177e-07,6.0240448233297785,True,Upregulated in Tumor
ZNF226,-1.0116,7.4122,8.4238,3.37959275494076e-08,-7.567,805,9.605600277396843e-07,6.017475489832471,True,Downregulated in Tumor
SEC61A2,1.0348,7.1839,6.1491,3.409998364920469e-08,7.111,806,9.679995358483912e-07,6.01412485093389,True,Upregulated in Tumor
ADIRF,-3.089,7.6773,10.7663,3.452754638192295e-08,-6.9328,808,9.777107193296995e-07,6.0097896233134875,True,Downregulated in Tumor
PLCB1,-1.6422,6.8569,8.4991,3.619693749487975e-08,-7.8793,812,1.0199334111857742e-06,5.991428181275909,True,Downregulated in Tumor
CDT1,1.9432,6.843,4.8998,3.640041079458406e-08,9.8584,813,1.0244051647971505e-06,5.989528240592862,True,Upregulated in Tumor
EGR2,-3.1351,6.317,9.4522,3.649104879444805e-08,-11.9713,815,1.0244358238245048e-06,5.989515242955197,True,Downregulated in Tumor
SPG20,-1.0484,8.0676,9.116,3.7761839190609494e-08,-6.9877,819,1.0549339202455985e-06,5.976774743182866,True,Downregulated in Tumor
UBE2S,1.7791,9.3775,7.5984,3.8398675158171145e-08,8.2078,823,1.0675111635710278e-06,5.971627574614934,True,Upregulated in Tumor
JAM3,-1.9491,6.8794,8.8285,3.8720993552408095e-08,-10.9808,824,1.0751189847749442e-06,5.9685434691701005,True,Downregulated in Tumor
CRYAB,-4.6098,6.5064,11.1162,4.069795257773202e-08,-6.573,830,1.1218905481668778e-06,5.950049510856874,True,Downregulated in Tumor
PIK3R1,-1.5656,8.8958,10.4614,4.0756595619822274e-08,-7.5823,831,1.1221551236841561e-06,5.949947103237301,True,Downregulated in Tumor
JADE2,-1.6326,6.7298,8.3624,4.1671261580137885e-08,-8.1671,833,1.1442269414112123e-06,5.941487830763258,True,Downregulated in Tumor
PCDHB5,-2.9657,2.9384,5.9041,4.170827225248912e-08,-7.1454,834,1.1442269414112123e-06,5.941487830763258,True,Downregulated in Tumor
AZGP1,-2.1895,10.3238,12.5133,4.216516033890619e-08,-6.5337,837,1.152615135668069e-06,5.938315681740639,True,Downregulated in Tumor
MAOB,-3.2832,7.3504,10.6335,4.239326705227362e-08,-6.5041,839,1.1560881408295834e-06,5.937009053790341,True,Downregulated in Tumor
DHRS3,-1.1857,8.2156,9.4013,4.303525926174365e-08,-7.404,841,1.1708046752778772e-06,5.9315155520023986,True,Downregulated in Tumor
CAPN3,-1.3721,5.9077,7.2798,4.3453317959526226e-08,-7.9569,843,1.1793735645479953e-06,5.928348611083904,True,Downregulated in Tumor
ZNF423,-2.3663,4.7235,7.0899,4.369965239622886e-08,-7.6747,844,1.1846540839167254e-06,5.9264084440651414,True,Downregulated in Tumor
KLHL13,-2.0426,6.5866,8.6292,4.521482634136288e-08,-11.6703,846,1.2228312372226747e-06,5.912633475752162,True,Downregulated in Tumor
SORBS2,-1.7573,7.6822,9.4395,4.6742602636199825e-08,-6.4966,850,1.258200880372061e-06,5.9002500152719835,True,Downregulated in Tumor
ACTL9,-1.147,4.6234,5.7704,4.725633575744401e-08,-7.6876,852,1.2690433827820645e-06,5.896523531111903,True,Downregulated in Tumor
ABCA8,-4.799,4.3121,9.1111,4.770753509843274e-08,-9.9333,854,1.2781597225434908e-06,5.893414872089226,True,Downregulated in Tumor
PHF1,-1.0258,8.2881,9.314,4.887032913850938e-08,-8.967,858,1.3032087770269166e-06,5.88498600374442,True,Downregulated in Tumor
EOGT,-2.8062,5.4229,8.2291,4.896390392061736e-08,-6.4634,859,1.3041840764886207e-06,5.884661106639939,True,Downregulated in Tumor
SEMA6A,-1.7628,6.1562,7.919,5.081377659059964e-08,-6.4528,860,1.3518828004568834e-06,5.869060957300527,True,Downregulated in Tumor
SCNN1A,-3.7263,6.1453,9.8717,5.107451754475e-08,-6.4733,861,1.3572415347547968e-06,5.867342858400037,True,Downregulated in Tumor
AGT,1.007,7.6105,6.6035,5.1549112922361516e-08,6.469,862,1.3682641573824032e-06,5.86383004953207,True,Upregulated in Tumor
WBP1L,-1.0361,8.2093,9.2454,5.2436630640096005e-08,-6.6752,863,1.3902087010954769e-06,5.856919997637684,True,Downregulated in Tumor
EPB41L4A,-1.8913,6.0992,7.9905,5.257965450986509e-08,-6.4889,864,1.3917566919600734e-06,5.85643668180522,True,Downregulated in Tumor
SESN3,-1.8923,6.7198,8.6121,5.2616675635728296e-08,-7.3706,865,1.3917566919600734e-06,5.85643668180522,True,Downregulated in Tumor
SLC7A3,-2.4907,4.0745,6.5651,5.3051826455199716e-08,-9.3211,866,1.4016464079618584e-06,5.853361531618281,True,Downregulated in Tumor
MAD2L1,1.8893,8.9697,7.0804,5.367724969590558e-08,9.9517,869,1.4132744223732102e-06,5.849773500889761,True,Upregulated in Tumor
ISLR,-1.6373,8.2984,9.9357,5.382854134570977e-08,-6.8396,870,1.4156287655055625e-06,5.849050621102756,True,Downregulated in Tumor
FZD1,-1.5933,8.0015,9.5948,5.4608304225196765e-08,-6.4609,872,1.4307165478755518e-06,5.844446399704317,True,Downregulated in Tumor
EXOC3,-3.3768,4.5084,7.8852,5.4652371627763653e-08,-6.5056,874,1.4307165478755518e-06,5.844446399704317,True,Downregulated in Tumor
PTTG1,2.6853,9.2118,6.5265,5.479693521194049e-08,10.8169,875,1.4328615744562268e-06,5.843795763792207,True,Upregulated in Tumor
SCPEP1,-1.185,8.9157,10.1007,5.497612105275521e-08,-6.8281,876,1.4359059927934236e-06,5.8428739919513015,True,Downregulated in Tumor
IGH,-3.0156,10.0759,13.0915,5.543713705878419e-08,-6.5029,878,1.4446488563838066e-06,5.840237701881166,True,Downregulated in Tumor
PTGDS,-5.6127,4.2989,9.9116,5.585612518048536e-08,-7.3902,879,1.4539114267684928e-06,5.837462050173939,True,Downregulated in Tumor
IRX2,-2.3146,7.8373,10.1518,5.5962611068597044e-08,-6.4267,880,1.4550278877835231e-06,5.837128682695649,True,Downregulated in Tumor
TRIM59,1.7534,7.627,5.8736,5.6208827842690075e-08,8.8674,881,1.4594908274670447e-06,5.835798630099033,True,Upregulated in Tumor
FBXO31,-1.0241,6.1341,7.1582,5.648010188349886e-08,-7.1985,883,1.463493466698136e-06,5.83460921199567,True,Downregulated in Tumor
SGCE,-1.7028,7.9678,9.6706,5.6741444970377674e-08,-6.6431,884,1.4681855674977077e-06,5.8332190494287905,True,Downregulated in Tumor
TACC1,-1.6424,8.8316,10.4739,5.678952042113074e-08,-8.1648,885,1.4681855674977077e-06,5.8332190494287905,True,Downregulated in Tumor
ANPEP,-3.1271,5.9562,9.0833,5.757287458395196e-08,-11.299,886,1.4866396624323675e-06,5.827794284727112,True,Downregulated in Tumor
COL16A1,-1.8733,6.9519,8.8252,5.811415775510824e-08,-8.0682,889,1.4956714616837757e-06,5.82516379286691,True,Downregulated in Tumor
CRTAP,-1.2561,9.8981,11.1542,5.921231341779766e-08,-8.6495,890,1.5222221696620342e-06,5.817521957278495,True,Downregulated in Tumor
CYP26A1,-2.3327,4.3203,6.653,5.9358065794864524e-08,-7.7614,891,1.5242565043619532e-06,5.816941943065119,True,Downregulated in Tumor
ITGA9,-2.0243,5.8528,7.8771,5.97386874921301e-08,-7.5438,892,1.532310728497687e-06,5.814653157687515,True,Downregulated in Tumor
RILPL2,-1.2025,7.3647,8.5672,5.998282097461423e-08,-7.6135,893,1.5368498811860845e-06,5.813368552120656,True,Downregulated in Tumor
COPG2IT1,-1.4948,5.4036,6.8983,6.177960206819963e-08,-9.1775,899,1.5723217967968937e-06,5.803458564994522,True,Downregulated in Tumor
SLC12A8,1.1178,6.8944,5.7766,6.197035176311072e-08,7.1258,900,1.5754240537110813e-06,5.802602527970268,True,Upregulated in Tumor
ZBTB48,-1.1145,5.9285,7.043,6.226237340463047e-08,-6.8789,902,1.5793382522150167e-06,5.801524845711655,True,Downregulated in Tumor
PEAR1,-1.329,5.062,6.3911,6.291601336269466e-08,-8.9748,903,1.594151036255209e-06,5.797470534191614,True,Downregulated in Tumor
APBB2,-1.2465,7.5998,8.8463,6.38384428027437e-08,-6.4704,905,1.6139486975986474e-06,5.792110274263219,True,Downregulated in Tumor
SIDT2,-1.0179,8.1098,9.1278,6.439434356920592e-08,-7.4771,906,1.6262059391428604e-06,5.788824457161396,True,Downregulated in Tumor
LEPROT,-1.0738,9.8645,10.9383,6.619867150811002e-08,-7.3145,910,1.6644237407753376e-06,5.778736098205819,True,Downregulated in Tumor
BTBD11,-1.4689,5.0598,6.5286,6.687807631616309e-08,-8.4571,911,1.6796601384344803e-06,5.774778584306377,True,Downregulated in Tumor
SEPT3,1.0451,6.835,5.7899,6.711474180434098e-08,6.3742,912,1.68322337144565e-06,5.773858247334213,True,Upregulated in Tumor
LHFP,-2.4842,7.1041,9.5883,6.724065391177116e-08,-10.5813,914,1.68322337144565e-06,5.773858247334213,True,Downregulated in Tumor
ANLN,3.5204,8.704,5.1836,6.740837750558963e-08,11.7692,915,1.6848242526667295e-06,5.773445394542063,True,Upregulated in Tumor
CNN3,-1.3256,8.766,10.0916,6.880283616801695e-08,-6.8884,917,1.7166945381943596e-06,5.765306974599393,True,Downregulated in Tumor
MT1X,-1.4338,10.3387,11.7725,6.893236493346547e-08,-7.5987,918,1.7175499347208339e-06,5.765090627742378,True,Downregulated in Tumor
CPE,-1.9052,8.688,10.5932,6.986885782334752e-08,-7.0733,920,1.7376081163023818e-06,5.760048163513263,True,Downregulated in Tumor
RHOU,-1.8253,7.2666,9.0918,7.047878028191746e-08,-8.1986,923,1.7470796238897849e-06,5.757687301412063,True,Downregulated in Tumor
NFIB,-1.4604,9.7652,11.2256,7.263738943652736e-08,-6.3733,927,1.792819277570384e-06,5.746463486628377,True,Downregulated in Tumor
HMGB3,2.2448,8.7696,6.5248,7.449069561865526e-08,9.8067,930,1.8326313072632606e-06,5.736924898554843,True,Upregulated in Tumor
SCN3A,-3.7344,1.8659,5.6003,7.628195366252945e-08,-9.1469,934,1.8686628477501862e-06,5.728469048845903,True,Downregulated in Tumor
INTS8,1.0728,9.2479,8.1751,7.800155981779442e-08,6.8786,936,1.9067047955460856e-06,5.719716541138336,True,Upregulated in Tumor
FGFR1,-1.7141,8.3896,10.1036,7.817368954171541e-08,-6.3309,937,1.9075190239449767e-06,5.719531122073932,True,Downregulated in Tumor
TAC1,-3.4477,2.8051,6.2528,7.881382025466604e-08,-8.656,939,1.9204049067377624e-06,5.716607193055709,True,Downregulated in Tumor
ATAD2,1.7224,7.7057,5.9833,8.01610298575673e-08,7.0344,941,1.9490800883540275e-06,5.710170315209927,True,Upregulated in Tumor
KCTD10,-1.0383,8.3807,9.419,8.05013431713816e-08,-7.4843,942,1.9552767853091413e-06,5.70879175600523,True,Downregulated in Tumor
TSHZ1,-1.6118,6.9046,8.5165,8.069147598338032e-08,-7.8222,943,1.955876761197678e-06,5.708658513361282,True,Downregulated in Tumor
KIAA1671,-1.3121,8.2687,9.5808,8.069701322423987e-08,-7.493,944,1.955876761197678e-06,5.708658513361282,True,Downregulated in Tumor
RPS4Y1,-1.1305,8.9517,10.0823,8.348679882184116e-08,-7.455,947,2.0170833759701433e-06,5.695276149890664,True,Downregulated in Tumor
FXYD1,-4.8065,3.6418,8.4482,8.506977917531552e-08,-10.4699,949,2.0509974157336347e-06,5.688034886844373,True,Downregulated in Tumor
FLJ31306,-1.3542,7.3334,8.6876,8.523896628634451e-08,-7.8568,950,2.052913209085855e-06,5.687629410888468,True,Downregulated in Tumor
ETV5,-1.9872,6.1136,8.1008,8.544147642438559e-08,-7.7766,951,2.0556266883175e-06,5.687055752480453,True,Downregulated in Tumor
FHOD3,-2.0877,4.496,6.5836,8.693831481751793e-08,-7.5263,953,2.0872493630900427e-06,5.680425662796246,True,Downregulated in Tumor
LINC00869,1.0551,7.2614,6.2062,8.784456549663199e-08,7.4345,956,2.1023887641871755e-06,5.67728697311753,True,Upregulated in Tumor
WASH1,-1.0409,8.5832,9.6241,8.952550462815703e-08,-7.9071,958,2.136033115171032e-06,5.670392018673179,True,Downregulated in Tumor
RAPGEF2,-1.1317,7.8651,8.9968,8.953040897941519e-08,-9.2914,959,2.136033115171032e-06,5.670392018673179,True,Downregulated in Tumor
CBX6,-1.2929,8.7296,10.0225,9.006552326437493e-08,-6.8436,961,2.1443279628396447e-06,5.668708791013385,True,Downregulated in Tumor
GSTK1,-1.0144,9.9104,10.9248,9.118969654012147e-08,-6.502,963,2.1665838596448383e-06,5.664224496532137,True,Downregulated in Tumor
F10,-2.3303,3.3406,5.6709,9.280029752988383e-08,-7.5219,964,2.2025630783026372e-06,5.657071645155874,True,Downregulated in Tumor
OAS3,1.1791,7.8731,6.694,9.307990248984175e-08,6.3489,965,2.206910019655522e-06,5.656215373573152,True,Upregulated in Tumor
ABHD14A,-1.0319,6.298,7.3299,9.618335521921783e-08,-6.5309,966,2.2781316432874783e-06,5.642421183548648,True,Downregulated in Tumor
TMEM91,-1.9742,4.4248,6.399,9.64572319023598e-08,-6.4652,967,2.2822559109886167e-06,5.641635659436281,True,Downregulated in Tumor
ENKD1,-1.3395,5.5437,6.8832,9.838178751182659e-08,-6.6438,969,2.32298792391186e-06,5.633953047880382,True,Downregulated in Tumor
LINC00950,-1.6167,4.4793,6.096,9.989199016776398e-08,-6.2712,970,2.356215190761278e-06,5.6277850483957925,True,Downregulated in Tumor
CTNND1,-1.0146,9.3772,10.3918,1.0025911459002789e-07,-6.872,971,2.3624392809679077e-06,5.626639344841751,True,Downregulated in Tumor
KANK2,-1.7883,7.5968,9.3851,1.0190930384661168e-07,-7.6389,975,2.3914716636004876e-06,5.621334760689928,True,Downregulated in Tumor
RNASEH2A,1.3999,8.2833,6.8834,1.0212068183025497e-07,8.2903,977,2.39152630529809e-06,5.621324837797254,True,Upregulated in Tumor
FBLN5,-2.3915,7.2711,9.6626,1.0462123554844996e-07,-9.8323,980,2.4425855809678926e-06,5.612150210949625,True,Downregulated in Tumor
LIMCH1,-1.8056,7.308,9.1136,1.0636974353388644e-07,-6.6807,982,2.4783500326428936e-06,5.605837355542835,True,Downregulated in Tumor
ARSD,-1.6492,8.0894,9.7385,1.068229864865563e-07,-6.2455,984,2.4838515557036665e-06,5.604874362789004,True,Downregulated in Tumor
MYO5C,-1.1135,8.5661,9.6796,1.0760478517927424e-07,-6.7925,985,2.4994898323876085e-06,5.602148625563496,True,Downregulated in Tumor
PTPN14,-1.6209,7.9519,9.5729,1.0964909084772573e-07,-7.1745,986,2.544392696344792e-06,5.594415859731925,True,Downregulated in Tumor
