gene,log2FC,mean_tumor,mean_normal,p_value,t_statistic,rank,adj_p_value,neg_log10_p,significant,direction
TUSC7,0.782,5.5172,4.7352,0.0031451678123014934,3.9704,6271,0.011475273408620342,1.9402369582141812,False,Not Significant
EIF2S3,-0.3751,9.7615,10.1366,0.003154893957631164,-3.3255,6272,0.011508924386256541,1.9389652632461147,False,Not Significant
QTRTD1,0.3179,7.3643,7.0464,0.003156319773246252,3.379,6273,0.011512290197971346,1.9388382713830283,False,Not Significant
GABRA4,0.4135,5.6586,5.2451,0.0031604146119315764,3.6665,6274,0.011524013007966896,1.938396260172512,False,Not Significant
PRAME,3.3636,5.9627,2.5991,0.0031605411549384733,4.057,6275,0.011524013007966896,1.938396260172512,True,Upregulated in Tumor
LINC01087,-1.5371,4.0033,5.5404,0.0031659734032114923,-3.4766,6276,0.011541980794372044,1.9377196526841904,True,Downregulated in Tumor
ZNF622,-0.3004,8.6708,8.9712,0.0031666254552604758,-3.1079,6277,0.011542518785464344,1.9376994099614115,False,Not Significant
PRSS36,0.2868,8.0987,7.8119,0.0031684281240498694,3.5122,6278,0.011547249996537275,1.9375214316620315,False,Not Significant
FBXO25,-0.5229,7.5654,8.0884,0.0031722483939278477,-3.5106,6280,0.011557490963864514,1.9371364374395508,False,Not Significant
MIR155,1.4983,5.262,3.7637,0.0031791998089352623,3.7164,6281,0.011580150026652584,1.9362858140692656,True,Upregulated in Tumor
CCIN,-0.561,5.3291,5.8901,0.003179480002947182,-3.5228,6282,0.011580150026652584,1.9362858140692656,False,Not Significant
AZI2,-0.2778,8.0238,8.3015,0.0031814664754765813,-3.1525,6283,0.011585335059523118,1.9360914014598696,False,Not Significant
RP2,0.4673,6.7407,6.2733,0.003182132617607398,3.3037,6284,0.011585335059523118,1.9360914014598696,False,Not Significant
FAM87A,0.3875,5.9558,5.5682,0.003182422676971276,3.4065,6285,0.011585335059523118,1.9360914014598696,False,Not Significant
RP11-65J3.14,0.3979,6.58,6.1821,0.003184332668483066,3.4826,6286,0.011590444074911319,1.9358999242099246,False,Not Significant
ERC2,0.6742,5.3058,4.6316,0.0031852239969037055,3.6521,6287,0.011591844289670238,1.9358474612662795,False,Not Significant
ELAVL3,-1.2196,3.5644,4.784,0.003187143860758781,-3.3075,6288,0.011596986567137549,1.9356548458835665,True,Downregulated in Tumor
NSMCE1,-0.3675,8.8106,9.1781,0.003190601143970345,-3.1226,6289,0.011606210780150788,1.935309546486882,False,Not Significant
ZNF623,0.5096,7.262,6.7525,0.003190693435627118,3.1144,6290,0.011606210780150788,1.935309546486882,False,Not Significant
ATAD1,-0.4259,8.5807,9.0066,0.0031919507700640987,-3.627,6291,0.011608520760501844,1.935223117598284,False,Not Significant
BCO2,-0.4946,4.9539,5.4485,0.0031927735087500415,-3.3297,6292,0.011608520760501844,1.935223117598284,False,Not Significant
ARL14,1.0418,1.3521,0.3103,0.0031928505745558613,3.3429,6293,0.011608520760501844,1.935223117598284,True,Upregulated in Tumor
EPT1,0.4253,8.311,7.8858,0.0031952658759529773,3.4124,6294,0.011615456504894204,1.9349637171026133,False,Not Significant
RLTPR,0.4601,6.5514,6.0913,0.0032096422493659398,3.2652,6297,0.011662158911464618,1.9332210450705232,False,Not Significant
HACL1,-0.5581,7.1806,7.7387,0.0032202028351776117,-3.7282,6299,0.011695895788434569,1.9319665099749157,False,Not Significant
XYLT2,-0.8257,6.1872,7.013,0.003220460815871407,-3.1116,6300,0.011695895788434569,1.9319665099749157,False,Not Significant
SUN5,0.2715,7.88,7.6085,0.0032245597404133085,3.61,6301,0.011708923482091176,1.9314830321077363,False,Not Significant
TBC1D10A,-0.4004,7.9236,8.324,0.0032309956760586817,-3.3406,6302,0.011728948542237234,1.930740919067069,False,Not Significant
SIGIRR,-0.4105,7.8695,8.28,0.0032310997666836227,-3.1034,6303,0.011728948542237234,1.930740919067069,False,Not Significant
ACVRL1,-0.4932,6.3138,6.807,0.0032317307703704124,-3.818,6304,0.0117293781767251,1.930725011036665,False,Not Significant
TIMM9,-0.4254,8.31,8.7355,0.0032327544535524643,-3.5732,6305,0.011731232656190384,1.9306563521082176,False,Not Significant
PEMT,-0.4508,8.0039,8.4547,0.0032351063531338535,-4.0683,6306,0.011737905702458383,1.9304093837529686,False,Not Significant
SKP2,0.5586,7.877,7.3184,0.0032363190605486894,3.1595,6307,0.01174044396786967,1.930315479821772,False,Not Significant
NKIRAS1,-0.6285,6.411,7.0394,0.0032378597201877155,-3.3518,6308,0.011744170957180554,1.930177635457657,False,Not Significant
C11orf68,-0.3599,7.9542,8.3142,0.00323924113126342,-3.6633,6309,0.0117473192397063,1.9300612289014845,False,Not Significant
NBL1,-0.8364,9.6234,10.4599,0.003241742433908221,-3.4671,6310,0.011754132055075731,1.9298094343916954,False,Not Significant
GPR115,0.8541,5.0752,4.2211,0.0032421471765551983,3.4189,6311,0.011754132055075731,1.9298094343916954,False,Not Significant
PFAS,-0.8546,5.4715,6.3261,0.0032493133534550627,-3.2122,6312,0.011778246122790216,1.9289193747359248,False,Not Significant
FASTKD1,0.3933,7.9949,7.6016,0.003250567251565675,3.3278,6313,0.011780924871823643,1.9288206135419168,False,Not Significant
CBLC,-0.4892,6.1811,6.6704,0.003255933381167039,-3.4285,6314,0.011798504238375333,1.9281730471171672,False,Not Significant
TIPRL,0.2913,9.0736,8.7823,0.003258166994277805,3.5357,6316,0.01180285953595253,1.92801276131806,False,Not Significant
ZNF837,0.44,6.5532,6.1132,0.00326081322513133,3.7218,6317,0.011810575683236478,1.9277289330418994,False,Not Significant
ZNF607,0.4244,6.8778,6.4534,0.0032638723992104387,3.2432,6318,0.0118193275542763,1.9274072313883195,False,Not Significant
RP11-464F9.20,0.5768,5.6217,5.045,0.0032643674440164822,3.8242,6319,0.0118193275542763,1.9274072313883195,False,Not Significant
CCNJ,-0.7223,6.5093,7.2315,0.003264779289467929,-3.6896,6320,0.0118193275542763,1.9274072313883195,False,Not Significant
TTC22,0.3858,6.9608,6.575,0.0032680508492269273,3.3123,6321,0.011826407749925608,1.927147151508914,False,Not Significant
PIK3R5,0.494,6.319,5.8251,0.0032685798053425264,3.6693,6323,0.011826407749925608,1.927147151508914,False,Not Significant
BNIP2,-0.5311,8.0633,8.5944,0.0032688025616490184,-3.8136,6324,0.011826407749925608,1.927147151508914,False,Not Significant
E2F6,0.4459,7.3926,6.9467,0.003273123796789943,3.3904,6325,0.01184016956056188,1.9266420781292237,False,Not Significant
SOST,0.9562,6.6807,5.7245,0.003277190242750959,3.7412,6326,0.011853005493857404,1.9261715143037423,False,Not Significant
GNE,-0.8758,6.9876,7.8635,0.0032795555788134754,-3.3724,6327,0.011858430822074759,1.9259727755924272,False,Not Significant
KRT23,-1.842,7.491,9.333,0.0032797268462451514,-3.0968,6328,0.011858430822074759,1.9259727755924272,True,Downregulated in Tumor
C1orf95,0.8303,7.801,6.9707,0.003281985643014732,4.2052,6329,0.011864722943936968,1.925742398645479,False,Not Significant
CCDC172,0.5769,6.1322,5.5554,0.003283479050180411,3.77,6330,0.01186719945095277,1.925651758425326,False,Not Significant
ZNF600,0.3726,7.8771,7.5045,0.003283708029894318,3.1669,6331,0.01186719945095277,1.925651758425326,False,Not Significant
ERAP1,1.1629,7.175,6.0121,0.0032857341856180823,3.8619,6332,0.0118726465835347,1.9254524597727058,True,Upregulated in Tumor
PSMD9,-0.2905,8.5499,8.8404,0.0032874914527238125,-3.1717,6333,0.011875916780678881,1.9253328543412827,False,Not Significant
TMTC2,0.7891,7.7796,6.9904,0.0032876773115743025,3.5073,6334,0.011875916780678881,1.9253328543412827,False,Not Significant
MIR1292,0.4993,9.0094,8.5102,0.00328910505585556,3.3809,6335,0.011879198686341784,1.9252128537855646,False,Not Significant
PTCHD1,-1.5537,5.3325,6.8862,0.0032907910894548046,-3.2751,6336,0.011883412267475682,1.92505883577313,True,Downregulated in Tumor
RAD54B,1.6116,6.6527,5.0411,0.0032935316077483904,3.9784,6337,0.011891431779277761,1.9247658513187678,True,Upregulated in Tumor
NMNAT2,0.7251,7.0407,6.3156,0.0033021007862518614,3.548,6338,0.01192049005829009,1.9237058901296447,False,Not Significant
NUP210,0.85,7.9796,7.1296,0.0033061310400271577,3.5336,6340,0.011931274163378766,1.9233131747222738,False,Not Significant
BTRC,-0.4729,7.55,8.0229,0.0033140380878449944,-3.4051,6341,0.011957923269183641,1.9223442376592248,False,Not Significant
CHI3L1,-1.6303,8.454,10.0844,0.0033179435399416667,-3.3126,6342,0.011970127435172711,1.9219012260265294,True,Downregulated in Tumor
P2RX1,0.4463,6.4588,6.0125,0.0033184929199682554,3.5353,6343,0.011970221978381473,1.9218977958682508,False,Not Significant
RASGRP1,0.8809,6.754,5.8731,0.0033232840784407874,3.1892,6344,0.01198561470913071,1.9213396872926234,False,Not Significant
CLDN16,0.819,7.2546,6.4356,0.0033252065468012274,3.8771,6345,0.01199065812305943,1.9211569794224859,False,Not Significant
MINOS1-NBL1,-0.7404,10.0396,10.78,0.003326382728974563,-3.4739,6346,0.011992820325338948,1.9210786728062612,False,Not Significant
SMA4,-0.5794,9.0617,9.6411,0.0033268544844810444,-3.4113,6347,0.011992820325338948,1.9210786728062612,False,Not Significant
TIMM23B,-0.5837,7.169,7.7527,0.0033276299250868465,-3.3311,6348,0.011993726005984097,1.9210458767462275,False,Not Significant
ZNF214,-0.635,6.2461,6.8812,0.0033320988748732367,-3.7051,6349,0.012007941763600514,1.9205314270113112,False,Not Significant
PCDHB11,-0.6832,6.2159,6.8991,0.003333174223810178,-3.7796,6350,0.012009925392248325,1.9204596905017985,False,Not Significant
TM7SF2,-1.9373,4.6648,6.6021,0.0033345162279589564,-3.2112,6351,0.012012869043568087,1.9203532572944018,True,Downregulated in Tumor
LMX1B,-0.835,3.9172,4.7522,0.00333676190615414,-3.0987,6352,0.012018315943954869,1.920156383205738,False,Not Significant
DCUN1D4,-0.4593,7.8076,8.2669,0.0033370787234241815,-3.4036,6353,0.012018315943954869,1.920156383205738,False,Not Significant
CEP135,0.4488,6.8262,6.3774,0.0033378345315206045,3.3513,6354,0.012019146062510455,1.9201263870349223,False,Not Significant
MICB,1.0095,6.0857,5.0761,0.0033388717215008124,3.0914,6355,0.012020988983153201,1.9200598008642724,True,Upregulated in Tumor
NECAB3,0.3365,8.4137,8.0771,0.0033414913645057596,3.3371,6356,0.012028527756433571,1.9197875253105743,False,Not Significant
TTC9,-0.7668,6.4371,7.2039,0.0033454124297440904,-3.0981,6357,0.012040328867836021,1.9193616506582702,False,Not Significant
UBE2T,2.3605,8.6723,6.3118,0.003345822156542894,4.2656,6358,0.012040328867836021,1.9193616506582702,True,Upregulated in Tumor
CPT1C,-0.9576,3.8478,4.8054,0.003346960417283518,-3.1405,6359,0.012042530955723682,1.9192822286437796,False,Not Significant
RBKS,-0.5389,7.5468,8.0857,0.003349779691380779,-3.6179,6360,0.012050779770250349,1.918984850270845,False,Not Significant
OSBPL5,-0.7689,6.5706,7.3396,0.003350953713491452,-3.9917,6361,0.01205310815354259,1.918900946460645,False,Not Significant
KIAA0753,-0.4797,6.8019,7.2815,0.003351796285423701,-3.4212,6362,0.012054243792910134,1.9188600293236473,False,Not Significant
HSP90AA1,0.2386,12.7521,12.5135,0.0033526621240324308,3.4002,6363,0.01205546273736634,1.918816114989737,False,Not Significant
CEMIP,0.7886,6.3673,5.5787,0.003353327099061533,3.5835,6364,0.012055949359649243,1.918798584919626,False,Not Significant
NLRP12,0.6512,9.1704,8.5192,0.0033538512969478775,3.6149,6365,0.012055949359649243,1.918798584919626,False,Not Significant
SEC1P,-0.7582,4.5562,5.3144,0.0033582995033873964,-3.2544,6366,0.012070042827129064,1.9182911889289282,False,Not Significant
DOCK6,-0.5561,6.2046,6.7607,0.0033596342759933183,-3.5358,6367,0.012072943652383717,1.9181868263300268,False,Not Significant
CCSER2,-0.3732,8.0121,8.3853,0.003362051820682279,-3.1174,6368,0.012079733928582057,1.9179426314947876,False,Not Significant
AGTR1,-0.7297,6.2575,6.9872,0.0033686586196556524,-3.2307,6369,0.012100627274005191,1.9171921160820575,False,Not Significant
SLC25A20,-0.5663,7.249,7.8153,0.0033689246387855363,-3.7743,6370,0.012100627274005191,1.9171921160820575,False,Not Significant
GANAB,-0.5656,9.4829,10.0485,0.003373257077443601,-3.2222,6371,0.012114286914441939,1.9167021447322081,False,Not Significant
REC8,0.5317,7.0821,6.5504,0.0033757326744143926,3.81,6372,0.01212127488866938,1.9164516996420207,False,Not Significant
AX748294,0.8641,6.4663,5.6023,0.003376960404857257,3.9205,6373,0.012123780646969094,1.9163619298326817,False,Not Significant
ZNF267,0.7439,7.5927,6.8488,0.0033778006955024584,3.9264,6374,0.012124894871838132,1.9163220182332057,False,Not Significant
CTD-3126B10.1,-1.119,4.0948,5.2138,0.00338435274423936,-3.3588,6375,0.012146508358932792,1.915548546623693,True,Downregulated in Tumor
DNAJC3,-0.5224,8.8199,9.3423,0.0033856695354484087,-3.3462,6376,0.012147565840281854,1.9155107383655032,False,Not Significant
SAMD1,0.7124,7.3697,6.6573,0.003385709237914221,3.7664,6377,0.012147565840281854,1.9155107383655032,False,Not Significant
ZNF649,-0.6098,6.5794,7.1892,0.0033896387133295234,-3.7045,6378,0.012159757566788883,1.915075083653365,False,Not Significant
PSMD6,-0.3492,9.615,9.9641,0.0033918420038510214,-3.2243,6379,0.01216311028629739,1.9149553553713277,False,Not Significant
RUVBL1,0.3424,9.2095,8.8671,0.003391970574335348,3.1262,6380,0.01216311028629739,1.9149553553713277,False,Not Significant
METTL1,0.5145,7.2549,6.7404,0.0033921681266111735,3.2574,6381,0.01216311028629739,1.9149553553713277,False,Not Significant
MYLPF,-0.4944,9.1855,9.6799,0.0033959310233568287,-3.6131,6382,0.01217469473744974,1.914541919271697,False,Not Significant
MRPS12,0.5666,8.5288,7.9622,0.003397527133806974,3.1678,6383,0.012178508667006668,1.9144058904670282,False,Not Significant
APOL5,-0.693,5.4332,6.1262,0.0033990444513660686,-3.2465,6384,0.012182039011161598,1.9142800140691167,False,Not Significant
UBA1,-0.4623,10.4076,10.87,0.003405182564205335,-3.2197,6385,0.012202126400785914,1.9135644805008594,False,Not Significant
PCDHB12,-0.5558,6.8816,7.4374,0.0034085827938704146,-3.4172,6386,0.012210880887229806,1.913253005124426,False,Not Significant
ZCCHC3,-0.3576,7.7271,8.0847,0.0034086930169028307,-3.8119,6387,0.012210880887229806,1.913253005124426,False,Not Significant
KAZALD1,0.7065,6.3109,5.6044,0.0034115751191643034,3.4856,6388,0.012218059139018309,1.912997777085237,False,Not Significant
GOLGA2,-0.3753,9.1193,9.4946,0.0034117648531113627,-3.2112,6389,0.012218059139018309,1.912997777085237,False,Not Significant
TCF7L1,-0.984,7.4931,8.4771,0.0034126657440924813,-3.4752,6390,0.01221918476645704,1.9129577681719934,False,Not Significant
RUNDC1,-0.6068,7.2456,7.8524,0.003413337450801923,-3.805,6391,0.01221918476645704,1.9129577681719934,False,Not Significant
COPRS,-0.3399,9.1803,9.5202,0.0034136813386011103,-3.315,6392,0.01221918476645704,1.9129577681719934,False,Not Significant
CASP8AP2,0.3841,7.3563,6.9722,0.0034166285774394215,3.2152,6393,0.012227821343940867,1.9126509152115239,False,Not Significant
SOX13,-0.6315,7.5998,8.2313,0.0034187235706026465,-3.1186,6394,0.012233405582638185,1.9124526255589822,False,Not Significant
GIMAP1,-0.9585,5.347,6.3055,0.003420632433921796,-3.4613,6395,0.012238322140442641,1.912278119371489,False,Not Significant
TNIP1,-0.3479,8.6788,9.0267,0.0034240730888288385,-3.1921,6396,0.012248716740525927,1.9119094085811923,False,Not Significant
PPP5D1,0.6785,5.7856,5.1071,0.0034252796085741727,3.635,6397,0.012251117311892617,1.911824301482175,False,Not Significant
ARHGAP8,-0.7837,8.2044,8.9881,0.0034310233613866915,-3.4432,6398,0.012268615462255118,1.911204445506908,False,Not Significant
RIPK1,-0.3209,7.0967,7.4176,0.0034312443331717874,-3.3527,6399,0.012268615462255118,1.911204445506908,False,Not Significant
HMMR,3.8291,7.5514,3.7223,0.0034319759145247856,4.5258,6400,0.012269084658887725,1.9111878368184418,True,Upregulated in Tumor
SIK1,-1.1899,8.0922,9.2821,0.0034324480289134756,-3.913,6401,0.012269084658887725,1.9111878368184418,True,Downregulated in Tumor
RGS10,0.4725,9.5127,9.0402,0.003435605275471813,3.0933,6402,0.012277920530294426,1.9108751819482532,False,Not Significant
TMTC3,-0.4847,7.9681,8.4528,0.003435993232319721,-3.2671,6403,0.012277920530294426,1.9108751819482532,False,Not Significant
PRKCG,-0.2763,5.809,6.0853,0.0034429691313933213,-3.1835,6404,0.012300926565627607,1.9100621741554509,False,Not Significant
XRCC6BP1,0.5835,6.7751,6.1916,0.0034445389548213774,3.4675,6405,0.0123046137839677,1.9099320133406172,False,Not Significant
CCNK,-0.3519,7.9926,8.3445,0.003450841535843858,-3.1405,6406,0.012324739913211164,1.909222236793047,False,Not Significant
ZNF621,-0.4504,6.6456,7.096,0.003451250376920626,-3.5421,6407,0.012324739913211164,1.909222236793047,False,Not Significant
NTHL1,0.5996,6.8612,6.2616,0.003452271447826185,3.506,6408,0.012326462348043557,1.9091615465324716,False,Not Significant
HDAC5,-0.4879,7.5381,8.0261,0.003454524243101239,-3.1604,6409,0.012332581476385763,1.908946006648075,False,Not Significant
C12orf4,0.3361,7.6755,7.3394,0.0034551794473166014,3.0796,6410,0.0123329962175669,1.9089314016946748,False,Not Significant
LINC00597,-0.7295,5.2964,6.0259,0.00346182546542831,-3.451,6411,0.01235479124145995,1.9081645884608458,False,Not Significant
EXTL3-AS1,0.6251,5.5515,4.9264,0.003466950465799598,3.5203,6412,0.012369957519270164,1.9076317918161692,False,Not Significant
CST5,-0.7603,6.0978,6.858,0.0034671563623723586,-3.1111,6413,0.012369957519270164,1.9076317918161692,False,Not Significant
FMR1NB,0.515,0.515,0.0,0.003468177055700892,3.098,6414,0.012371669946123542,1.9075716747090536,False,Not Significant
HMCN2,-0.407,7.1595,7.5665,0.003469388133088694,-3.099,6415,0.01237406087062655,1.9074877519242126,False,Not Significant
HRSP12,0.8124,7.7688,6.9563,0.003474216954840144,3.4023,6416,0.012389164315890508,1.9069579870248663,False,Not Significant
NEFH,-0.9533,3.717,4.6703,0.00347470574366562,-3.0836,6417,0.012389164315890508,1.9069579870248663,False,Not Significant
KRT85,0.2427,6.9904,6.7476,0.003482389844867658,3.1905,6418,0.012414627555402308,1.9060663049503244,False,Not Significant
POLE4,-0.3982,8.6774,9.0755,0.0034875284335469723,-3.1953,6419,0.012431009590209492,1.9054935984982073,False,Not Significant
PCGF2,-0.6135,7.7223,8.3358,0.0034940725555897534,-3.1293,6420,0.012452395649827658,1.9047470889365883,False,Not Significant
ST7-AS2,-0.7561,5.2006,5.9567,0.003500353834120187,-3.6662,6421,0.012472838455796584,1.9040347024627038,False,Not Significant
TACC2,-1.1071,7.2857,8.3928,0.003502730024249069,-3.4745,6422,0.012479362029713281,1.9038076161004804,True,Downregulated in Tumor
KCNJ16,0.5771,5.877,5.2999,0.00350582802605667,3.305,6423,0.012488454808683887,1.9034912933773334,False,Not Significant
TMEM176B,-0.8799,8.8948,9.7747,0.0035072371838067305,-3.4559,6424,0.012491529695749999,1.9033843752572044,False,Not Significant
PUS10,0.5292,6.6502,6.121,0.0035109018608502603,3.5268,6425,0.012502635731712678,1.9029984219461527,False,Not Significant
LMO4,0.7217,10.3424,9.6208,0.0035154401226536514,3.0849,6426,0.012516848740478608,1.9025049959565692,False,Not Significant
GPR133,-1.3765,4.4687,5.8451,0.003518394999336055,-3.4024,6427,0.012525420504871472,1.9022076850311964,True,Downregulated in Tumor
C3P1,0.529,7.4125,6.8835,0.0035227659380629084,3.7514,6428,0.012539029972445447,1.9017360595108026,False,Not Significant
EEF1G,-0.1759,13.069,13.2449,0.003524435752621351,-3.0825,6429,0.012541399869501958,1.90165398490332,False,Not Significant
PTPN13,-1.0268,6.9119,7.9387,0.003524528022766503,-3.5443,6430,0.012541399869501958,1.90165398490332,True,Downregulated in Tumor
ABCA5,-0.409,8.4198,8.8288,0.0035293644269390866,-3.0827,6431,0.012556656521282274,1.9011259854125646,False,Not Significant
ZNF710,-0.7173,7.6613,8.3786,0.003531997132265733,-3.6714,6432,0.012562647596937355,1.9009188227352263,False,Not Significant
GOLGA8I,-0.9699,5.7059,6.6758,0.0035321465031074306,-3.7062,6433,0.012562647596937355,1.9009188227352263,False,Not Significant
SH2D1B,0.4464,5.0678,4.6214,0.003536216050118854,3.5458,6434,0.012575166805520576,1.9004862454579856,False,Not Significant
OR4A1P,0.4388,6.1179,5.6791,0.00354088424769509,3.3506,6435,0.012589810658471432,1.8999808013138522,False,Not Significant
SYT6,0.6199,6.0239,5.404,0.00354357093458111,3.6225,6436,0.012597405684154102,1.8997188844907302,False,Not Significant
SSH1,-0.3241,7.8244,8.1485,0.0035461223027113634,-3.3153,6437,0.012604517366169955,1.8994737790412495,False,Not Significant
POLR3G,0.7647,5.627,4.8623,0.0035481218370716013,3.3871,6438,0.0126096656775704,1.8992964278052782,False,Not Significant
ELL2P3,0.7,5.9261,5.2262,0.0035537012715765965,3.5288,6439,0.012627533016566628,1.8986814872864937,False,Not Significant
PARD6G,-0.6426,7.3345,7.9771,0.003558218959623677,-3.9423,6440,0.012641622639159897,1.898197177793778,False,Not Significant
NAAA,-0.515,7.7381,8.2531,0.003559108420936636,-3.8448,6441,0.012642819542156533,1.8981560609391153,False,Not Significant
MBD5,-0.7415,4.8321,5.5736,0.003571516838263768,-3.068,6442,0.01268427485910098,1.8967343556943403,False,Not Significant
ACD,-0.3158,7.8631,8.1789,0.0035718873652616965,-3.272,6443,0.01268427485910098,1.8967343556943403,False,Not Significant
SLC9B2,0.6446,6.6087,5.9641,0.003575110433044118,3.9215,6444,0.012693750265060432,1.8964100501825385,False,Not Significant
ZBTB45,-0.3671,6.771,7.1381,0.003576628807208496,-3.2209,6445,0.012697171002161426,1.8962930314071773,False,Not Significant
ATXN2,-0.4978,7.5778,8.0757,0.0035803979387856568,-3.1942,6446,0.012708579714461033,1.8959029826197467,False,Not Significant
RP11-436D10.3,-0.656,4.6942,5.3502,0.003587454380790003,-3.2719,6447,0.012731651346746592,1.8951152629396073,False,Not Significant
HBB,-3.1327,7.8252,10.9579,0.0035948101580795424,-4.3375,6448,0.012755777980282249,1.8942930484426737,True,Downregulated in Tumor
PDE9A,-1.0117,5.7348,6.7465,0.0035968997357627604,-3.0662,6449,0.012761213514382379,1.8941080248671411,True,Downregulated in Tumor
NNT-AS1,0.3701,6.4095,6.0394,0.003598124120835577,3.1802,6451,0.012761599734106031,1.8940948810892069,False,Not Significant
MITF,-0.7259,7.2981,8.024,0.0036008707602372585,-3.7935,6452,0.012769361902391271,1.8938308043179715,False,Not Significant
HBG1,-2.9922,4.9438,7.936,0.003602426002814498,-4.1205,6453,0.012771016022492225,1.8937745502378347,True,Downregulated in Tumor
PRM1,-0.7714,5.0438,5.8152,0.0036024535580928677,-3.3811,6454,0.012771016022492225,1.8937745502378347,False,Not Significant
NUTM1,0.3563,7.3979,7.0416,0.0036032797028348797,3.3762,6455,0.012771965856059187,1.8937422511523943,False,Not Significant
DTNA,-0.8016,6.3587,7.1604,0.003604909616348445,-3.0824,6457,0.012773785352648663,1.8936803858877145,False,Not Significant
SRP54,-0.3518,8.6951,9.0468,0.0036103234819802998,-3.0707,6458,0.01279098811825786,1.8930959044868758,False,Not Significant
RPL31,-0.1604,13.438,13.5983,0.0036113966514337986,-3.3944,6459,0.012792809317975742,1.893034073400914,False,Not Significant
TKT,-0.6038,9.5071,10.1109,0.0036122930392964714,-3.3652,6460,0.012794003829582548,1.8929935236226518,False,Not Significant
CYB561D2,-0.6036,7.4205,8.0241,0.003617199956404376,-3.303,6461,0.012809400248031594,1.8924712039842781,False,Not Significant
ZNF407,-0.5473,6.8107,7.358,0.003618420258908175,-3.5938,6462,0.012811738706873885,1.8923919272764025,False,Not Significant
VCP,-0.3915,9.6292,10.0207,0.0036194982335280546,-3.068,6463,0.012811926467043074,1.8923855625971227,False,Not Significant
LRRC23,0.4616,6.0101,5.5484,0.0036195932116681135,3.5536,6464,0.012811926467043074,1.8923855625971227,False,Not Significant
B3GALT5,-2.7268,3.0643,5.7911,0.003620895616728494,-3.5716,6465,0.01281342277940431,1.892334844053061,True,Downregulated in Tumor
ZNF816,0.4317,6.4445,6.0128,0.0036211360005082285,3.234,6466,0.01281342277940431,1.892334844053061,False,Not Significant
GNB4,0.6331,9.3682,8.7351,0.003627125175740228,3.2544,6467,0.012832630898552097,1.8916842970474121,False,Not Significant
ATP6V1C2,1.0283,5.9317,4.9034,0.00362798710270349,3.3616,6468,0.012833695873508945,1.8916482566157993,True,Upregulated in Tumor
RALY-AS1,0.5511,6.1823,5.6312,0.003629336103735676,3.5834,6469,0.01283648323596727,1.891553942031214,False,Not Significant
C10orf32,-0.7526,8.2634,9.016,0.003631421499956101,-3.7003,6470,0.012841873866923585,1.8913716000454464,False,Not Significant
KLF5,-0.991,7.6865,8.6775,0.003632165773182179,-3.1942,6471,0.012842520922640743,1.8913497180638144,False,Not Significant
RP3-406P24.1,0.3426,7.8195,7.4769,0.0036362480271064294,3.2098,6472,0.012853096078930731,1.8909922460263828,False,Not Significant
MOB1A,-0.3931,9.2238,9.6169,0.0036362801975051845,-3.1756,6473,0.012853096078930731,1.8909922460263828,False,Not Significant
GALNT3,-0.8316,8.3746,9.2063,0.003640145807258117,-3.0598,6474,0.012863739810521892,1.8906327527994,False,Not Significant
MYCT1,-0.6067,7.3911,7.9979,0.0036404158773220827,-4.1951,6475,0.012863739810521892,1.8906327527994,False,Not Significant
PEX7,-0.4878,7.3967,7.8845,0.0036420812098553385,-3.3607,6476,0.012866227351909794,1.8905487786928792,False,Not Significant
APOBEC2,0.3175,6.6868,6.3693,0.0036422445174090793,3.4085,6477,0.012866227351909794,1.8905487786928792,False,Not Significant
VPS37C,-0.4897,9.0676,9.5573,0.0036435746298589615,-3.3656,6478,0.0128689391063867,1.8904572541238143,False,Not Significant
SCOC-AS1,0.5721,6.3282,5.7561,0.0036505372102990418,3.4042,6479,0.012891540572872678,1.8896951802169126,False,Not Significant
SMIM13,0.3967,7.6812,7.2845,0.0036530617363723086,3.1529,6480,0.012898464896326916,1.8894619739430372,False,Not Significant
LINC01212,1.4074,6.5977,5.1903,0.003653959217865456,3.9869,6481,0.012899643095936065,1.8894223054844554,True,Upregulated in Tumor
AMHR2,-0.6076,6.9874,7.5951,0.003655122422347469,-3.5873,6482,0.012901024952411367,1.8893757847787547,False,Not Significant
RNASEH1,0.3617,8.9072,8.5455,0.0036554783551784485,3.1349,6483,0.012901024952411367,1.8893757847787547,False,Not Significant
ARMC5,-0.9845,5.8449,6.8295,0.0036577650354164518,-3.96,6484,0.012907104258224616,1.8891711818805144,False,Not Significant
N6AMT1,0.2778,6.9118,6.634,0.003658897347137564,3.1843,6485,0.01290782150937453,1.8891470486934248,False,Not Significant
PIAS2,0.3764,7.5239,7.1475,0.0036736945122871046,3.4349,6488,0.012955322201160442,1.887551781563067,False,Not Significant
ANXA6,-0.5786,9.3119,9.8905,0.00368488012075697,-3.3569,6489,0.012992765782542683,1.886298390401885,False,Not Significant
FAM178B,0.6025,7.4314,6.8289,0.0036864141230215633,3.7246,6490,0.012996171823533645,1.8861845554434575,False,Not Significant
RAB3A,0.5354,6.1814,5.646,0.0036907828154618626,3.1492,6491,0.01300956875947734,1.885737099171188,False,Not Significant
NR2C1,-0.608,6.6451,7.2531,0.0036923575036547614,-3.3994,6492,0.013013114553854118,1.8856187471224937,False,Not Significant
OBFC1,-0.3267,7.3649,7.6916,0.0036955878755459883,-3.3935,6493,0.013022493545740367,1.8853058491419565,False,Not Significant
